text,score
Dios te ama pero quiere más a Franco. ― culera gritó,0
"me acuerdo cuando yo y mi ex jugábamos jajajajajaj

yo era el juego.... creeme IN",1
Hacer un descanso mientras estudias y que se te vaya de las manos... leyenda,0
"El Vodka Mata Lentamente Igual Qué El Amor, Prefiero Morir Tomando• dejá ELIJO",0
"- ¿Sabes, Paco? Mi hija ¡es igualita a mí!
- Estarás contento, Pepe.
- Yo sí, ella no me lo perdona. Siendo",1
"Por dónde yo paso no crece la hierba.
-¿Te has fumado toda mí maría hijoputa..?.
-Chi. Vacaciones JAJAJAA jajajajajja",1
La presidenta de Croacia pide un Plusbelle de manzana verde televisión litros,0
"- Arriba las manos, esto es un atraco, ¿tiene algo de valor?
- Nada de nada. ¡Soy un cobarde! chau Rahmar",1
#LaCasaDelFut vete buscando un arbitro porque te voy a hacer falta. #chiste jajajajajajaj,1
"Se encuentran por la calle un trompetista con un amigo:
- Trompetista: ""Hola José, ¿escuchaste mi último recital?""
- José: ""¡Eso espero!"". Inmaduro probado flojo",0
Ustedes saben cómo convertir a un formulario en un Latifundista? Le ponen muchos campos (?) ;) #Chiste #masterchefuy #Campo #TI #FING alli Bravo x9,1
"REPITAN CONMIGO, LE GANA MIL VECES UNA BUENA JUNTADA DE AMIGOS QUE IR A UN BOLICHE. cocodrilo cogí pestañas",0
"Entra un borracho en la Policía y pregunta:
-¿Podría ver al que robó ayer en mi casa?
El funcionario encargado le dice:
-¿Y para qué lo quiere ver?
El borracho contesta:
- Para saber cómo entró sin despertar a mi mujer. háblame Escuchando ╲",1
A donde se marchó el amor que estuvo en nuestros brazos y se nos murió ovejas Jazz,0
"Nunca dejes pasar una oportunidad que te haga feliz a ti, sólo porque a los demás no les guste. Neymar tenis currículum",0
Dios te ama pero quiere más a Franco. aparato crece responda,0
Todo lo quiero resolver tomando agua. @hadacon Gusta femenino,0
Ustedes saben cómo convertir a un formulario en un Latifundista? Le ponen muchos campos (?) ;) #Chiste #masterchefuy #Campo #TI #FING ambiente categoría,1
"- ¿Qué le regaló Batman a su mamá por navidad?
- Una BatiDora. Chin traducir",0
"- ¿Sabes, Paco? Mi hija ¡es igualita a mí!
- Estarás contento, Pepe.
- Yo sí, ella no me lo perdona. chau",1
como hacen algunas pibas para verse con mil wachos yo tengo paja de todo me tenes que re caber para que te quiera ver móviles cenizas pájaro,0
"Lo he conseguido, todos quieren a #CasillasFueraDelRealMadrid, ahora falta como TT #AdoptaAKaranka. Lavado de cerebro 100% completado. Testigos Mire",0
"- Papá, ¿soy adoptado? 
- ¿Tú crees que te habríamos elegido a ti? explicaciones 💚 づ",1
"Durante un atraco a un Banco, después de haber obtenido un buen botín y antes de darse a la fuga, el atracador muy nervioso, pregunta a un rehén: 
- ¿Tú me has visto robar este Banco? El rehén asustado le dice que sí, y el atracador le pega un tiro en la cabeza. Después se vuelve al resto de rehenes apuntándoles y pregunta a dos mujeres y un hombre:
- ¿Me habéis visto robar este Banco? Y el hombre, responde:
- Yo no he visto nada, pero mi mujer y mi suegra no han perdido detalle. @Aeromexico juntarnos tl",1
A veces leo tuits que parecen escritos por un niño de 10 años con tantos Favs y Rts que parecen dados por niños y niñas de 6. Camarero Jelipe,0
Seguro que re está para pileta afuera y el agua de fluvial está asquerosa 🤦🏻‍♂️ supuesto África,0
Mi sueño es poner una fiambrería entre dos panaderías. 😪 💜,1
"Caperucita se encuentra con el lobo en medio del bosque y le dice:
- Lobo, ¡qué orejas más coloradas tienes!
- Sí...
- Lobo, ¡qué cara más roja tienes!
- Sí...
- Y... ¡qué hinchadas tienes las venas del cuello!
- Sí... 
- Lobo, ¡qué abiertos tienes las ojos!
- ¡Siíííííííííííí!
- Lobo, ¡qué apretados tienes los dientes!
- Caperucita, ¿¿¿podrías irte y dejarme cagar en paz??? litros Perra",0
"- Papá... ¿qué es el amor?
- Es la luz de la vida, hijo mío.
-¿Y el matrimonio?
- Es la factura que llega después Ajajaja despertaron",1
"Manuel recibió un loro por su cumpleaños; ya era un loro adulto, con una muy mala actitud y vocabulario. Cada palabra que decía estaba adornada por alguna palabrota, así como siempre de muy mal genio. Manuel trató desde el primer día de corregir la actitud del loro, diciéndole palabras bondadosas y con mucha educación, le ponía música suave y siempre lo trataba con mucho cariño. Llegó un día en que Manuel perdió la paciencia y gritó al loro, el cual se puso más grosero aún, hasta que en un momento de desesperación, Manuel puso al loro en el congelador.
Por un par de minutos aún pudo escuchar los gritos del loro y el revuelo que causaba en el compartimento, hasta que de pronto todo fue silencio. Luego de un rato, Manuel arrepentido y temeroso de haber matado al loro, rápidamente abrió la puerta del congelador. El loro salió y con mucha calma dió un paso al hombro de Manuel y dijo:
- Siento mucho haberte ofendido con mi lenguaje y actitud, te pido mis disculpas y te prometo que en el futuro vigilaré mucho mi comportamiento.
Manuel estaba muy sorprendido del tremendo cambio en la actitud del loro y estaba a punto de preguntarle qué es lo que lo había hecho cambiar de esa manera, cuando el loro continuó:
- Te puedo preguntar, ¿Qué fue lo que hizo el pollo? duros pegue Alex",1
"La vida es como un moco: intragable, dura y a veces no te deja respirar. 🔪 Atrás Fito",1
China ya envió un robot explorador a la Luna y tú no puedes enviarme ni una caquita de Whatsapp. economía,0
"- Johnson de homicidios, ¿quién es?
- Agente Aguirre.
- ¿Qué ha pasado?
- Asesinato de un varón de 38 años. Su madre le ha dado 6 puñaladas por pisar lo fregao.
- Han detenido a la madre?
- No, todavía está mojado Cariño Gallina Estaban",0
"—Mamá, se fue la luz.

—No tarda en regresar.

—Así dijiste cuando se fue mi papá. Voto",1
"En la escuela, la maestra dice:
- A ver Luis, ¿cómo te imaginas la escuela ideal?
- ¡Cerrada, maestra! costa",1
"Un día de estos me voy a morir de una arrechera, yo lo sé:) trajiste HIJO @chistemalo",0
"Se confirmò que en el video de Silvina Luna, donde se la ve tomando vino, no seria vino patero sino petero.. #chistes ³ autocorrector dálmata",0
"Que ingenuos esos padres que no dejan a las hijas ir a la casa del novio de noche, como si no pudieran coger a las tres de la tarde. Perfil MÁTALA espermatozoide",0
"- Luis, tómame de la mano.
A lo que Luis le responde: ¡No!
- Luis, abrázame.
A lo que Luis responde: ¡No!
- Luis, bésame.
A lo que Luis responde: ¡No!
- Pero Luis, si todas las parejas se toman de las manos, si todas las parejas se abrazan, si todas las parejas se
besan, ¿Por qué nosotros no? 
A lo que Luis responde:
- ¡Porque nosotros somos una pareja de Guardia Civiles, Armando! DEJEN",1
"- Doctor, quería hacerle una consulta
- Me alegro, porqué esta se me ha quedado pequeña. Abrir tirada",0
"- ¿Qué le dice una morsa a otra morsa?
- ¿Almorsamos o qué? @MeroSabor código supieran",1
"La profesora, pasa lista :
''Mustafá El-Ekhserï''
- presente
''Achmed El-Cabul'
- presente
''Kadir Sel-Ohlmi''
- prestente
''Mohammed Endahrha''
- presente
''Al Ber Tomar Tindi-Ez''
- ... (nadie contesta)
''Al Ber Tomar Tindi-Ez''
- ... (nadie contesta)
Profesor:''Por última vez: Al Ber Tomar Tindi-Ez''
- De repente se levanta un chico y dice :
''Debo ser yo profesora, pero se pronuncia: Alberto Martin Diez'' Álvaro",1
#ChisteMachista: ¿Qué hace una mujer afuera de la cocina? ... Espera a que se seque el piso... adrenalina Diaz,1
"Un borracho entra a un bar y le dice a su compañero:
- ¡Ojalá que todas esas bebidas las tiren al fondo del mar!
El compañero le pregunta:
- ¿Estás en alcohólicos anónimos?
Y el borracho le dice:
- ¡No, yo soy buzo! soñar LPM #AEROMEXICOTIENEPESIMOSERVICIO",1
"—Cariño como te duele la espalda , no bajes la basura hoy, yo la bajo.
—¿Hay un Pikachu cerca verdad?
—No, un Charmander. Ali",1
"—¿On ta bebe? —Mamá, ya tengo 18 años —¡¡NO TE COMPRO EL iPhone! —¡Aquí ta! ¡Aquí taaaa! cepeda 😴 bajon",1
"Los niños no molestan si los jartas,los mantienes fresquitos y les pones una buena pelicula!!! Shake traía japonés",0
Un día eres joven y al otro en vez de tener una caja de condones en la mesita tienes una caja de dormidina. iPod,0
"- Patxi, soy Iñaki. Oye, que ya he cogido el autobús. Llego a tu casa en 30 minutos. 
- Pero si se llega en 15 andando...
- Ya, joder, pero pesa. agencia @ZonaDeFrases",1
"En el colegio: 
- Jaimito, conjuga el verbo andar 
- Yo, yo,...., yo, ..... yo ando....Tú, .. esto, tú andas..... 
- Más deprisa! 
- Él corre, nosotros corremos, ellos corren. Lejos tuiteamos",1
"Como era Navidad el juez prometió ser piadoso. Le pregunta a un acusado:
- ¿De qué se le acusa?
De haber hecho mis compras navideñas con anticipación.
- Hombre, pero eso no es un delito, ¿Con cuánta anticipación las compró usted?
- Antes que abrieran la tienda. cumi bts tostadas",1
"La vida es como un moco: intragable, dura y a veces no te deja respirar. rapido 😯",1
"- ¿Y vosotros los Jedis, la espada láser dónde la compráis?
- Aparque en el arcén, ya no hace falta ni que sople... Acto",0
Las heridas que no se ven son las más profundas. vendrá Bestia,0
#ParaEl14deFebrero2019 sus pilsen y sus caños. Quien se suma ? ☻🔥 probó,0
"Me voy a dormir

A 47.877.016 ovejitas les gusta esto violencia",1
"Comprar un regalo para una mujer es muy difícil, ¿qué más les gusta aparte de jugar con los sentimientos de los hombres? llamaste",0
"Había una vez un rey que quería ir a pescar. Llamó al meteorólogo real y preguntó por el pronóstico del tiempo para las próximas horas. El meteorólogo le aseguró que no había ninguna posibilidad de lluvia en los próximos días.

Así que el rey fue a pescar con su esposa, la reina. En el camino se encontró con un granjero que iba en su burro. Al ver al rey, el granjero le dijo: 
- Su Majestad, debe regresar al palacio de inmediato porque en poco tiempo una gran cantidad de lluvia caerá en esta zona.

El rey hizo caso omiso confiando en su pronosticador profesional del tiempo. Así que siguió su camino.

Poco tiempo después una lluvia torrencial cayó del cielo. El rey y la reina quedaron totalmente empapados y su séquito se rió al verlos en ese estado tan vergonzoso.

Furioso, el rey regresó al palacio y dio la orden de despedir al profesional. Entonces convocó al granjero y le ofreció el prestigioso y muy bien pagado trabajo de pronosticador real.

Pero el granjero le contestó: 
- Su Majestad, no sé nada de previsiones, obtengo mi información de mi asno, si veo las orejas de mi asno caer, significa con certeza que lloverá.

Así que el rey contrató al burro. Y así comenzó la práctica de contratar burros para trabajar en el gobierno y ocupar las posiciones más altas e influyentes. vivos",1
"Correr en el campus de la universidad...

¿Es una carrera universitaria? :: Delfina",1
"Dos leperos van al médico y ven un cartel: “CONSULTA DE 4 A 7”. Así que uno de ellos le dice al otro:
-Oye, que solo somos dos, vamos a buscar otra pareja de enfermos. Tuits cosita ║",1
"Nunca dejes pasar una oportunidad que te haga feliz a ti, sólo porque a los demás no les guste. PERDÓN",0
"Asi es!""@yohnpaul: la educacion no tiene que ver con dinero he visto personas que viven en la calle y son educadas"" cogí jabón Chapo",0
En busca del arca recalentando #PeliculasConRecalentado SILLA,0
"- Doctor! vengo porque hace tiempo que me duele mucho esta pierna.
- Eso seguramente es de la edad.
- ¡Pues esta otra tiene la misma edad y no me duele! Nelson ",1
"Llega el Presidente a la casa de la bruja adivina Josefina y le dice:
- Josefina, esta semana soñé varias veces con un palacio y con mucha sal. Por favor, ¿me puede decir qué significa?
Josefina mira su bola de cristal, lo mira al Presidente, luego mira nuevamente su bola da cristal y finalmente dice:
- Significa que el pueblo está hablando, Señor Presidente.
El Presidente se queda pensando y consulta:
- ¿En qué sentido?
La bruja mira atentamente su bola de cristal y dice:
- Claro Señor, el pueblo está diciendo: ""Sal del palacio Presidente"". ultimamente @CamilaTuDiosaxD",1
"Después de un partido de tenis Manolo y Pepe se duchan en el club...
- Manolo, ¿me puedex dar un poco de tu Champú?
- Pero tú tienes el tuyo, ¿se te ha acabado?
- No. Pero el mío dice ""para cabello seco”, y yo lo
tengo lodo mojado. Días ❌ estaria",1
"El cajero del Jumbo no abrió la caja para mi, pero si para 3 haitianos. Les gritó “come here”. Puta que lindo jajajajjajaja",1
"Hombre: ¿Dios?
Dios: Si
Hombre: ¿Puedo preguntarte algo? 
Dios: Por supuesto! 
Hombre: ¿Qué es para ti un millón de años? 
Dios: Un segundo 
Hombre: ¿Y un millón de euros? 
Dios: Un céntimo 
Hombre: Dios .... ¿podrías darme un céntimo? 
Dios: Espera un segundo rostro",1
"Una mujer lleva a un bebé recién nacido al doctor. La enfermera los hace pasar al consultorio. Cuando el médico se presenta, examina al niño, mide su peso y descubre que esta debajo del peso normal.
Pregunta si lo alimenta con biberón o con el seno materno.
- Seno materno, responde la señora.
- Por favor señora, dice el doctor, descúbrase los pechos.
La mujer obedece, y el médico toca, aprieta, palpa y oprime ambos pechos, en un examen detallado.
Luego le indica a la señora que se cubra y le dice:
- Con razón el niño pesa poco, Señora, ¡usted no tiene leche!
- Ya lo sé. Soy su abuela ¡pero estoy tan contenta de haber venido! JAJAJAJAJA sentimiento",1
Mi fantasía sexual es dormir todo invierno con vos NOO,0
"En una entrevista de trabajo
- ¿Su mayor virtud?
- Soy perveserant... perv... pers... perserev... per... perse...
- Ya, le he entendido
- Perve...Perese... pers... pe... cancion",1
las calles son nuestras aún que el tiempo diga lo contrario manzanas ovejas,0
¿Cómo se dice BESO en inglés? casemos sapo 400,0
caraca que frio supo Lógica Chin,0
"Se sube el empleado de un circo a reparar el trapecio, de repente empieza a dar saltos mortales.
Cuando baja le dicen que debiera dedicarse al espectáculo, que se le da muy bien.
El responde:
- De ninguna de las maneras, yo no me doy otro martillazo en los huevos, adrede. apuesta Terminamos",0
"Esto es un capitán y un marinero.
- Capitán, ¿puedo desembarcar por la izquierda por favor?
-Se dice por babor.
- ¿Puedo desembarcar por la izquierda por babor? Abril SEGUIR ahre",1
"Si Donald Trump quiere echar a todos los extrangeros de Estados Unidos, ¿por qué sigue contratando a extranjeras para ser su esposa? descendiente ╲",1
¿Por qué cuando una mujer se comporta como un hombre no puede comportarse como un hombre agradable? sacerdote @chistemalo tacaño,0
"- Johnson de homicidios, ¿quién es?
- Agente Aguirre.
- ¿Qué ha pasado?
- Asesinato de un varón de 38 años. Su madre le ha dado 6 puñaladas por pisar lo fregao.
- Han detenido a la madre?
- No, todavía está mojado camello despiden",0
"- Me gusta esa chica pero no me hace mucho caso ¿qué hago, papá?
- Hijo, si te gusta de verdad ve a por todas.
- Eso, alguna caerá ¿no? chistoso",1
"Sí los zombies se deshacen con el pasar del tiempo... 
- ¿zombiodegradables? 👏🏻",1
"- Verá doctor, tengo un problema. Cuando hago el amor con mi mujer, me da la impresión de que no siente nada. Algunas veces incluso se duerme.
- Eso tiene una explicación científica. Algunas mujeres en estado de excitación se acaloran tanto que les es imposible sentir nada. Trate de hacer el amor y abanicarla al mismo tiempo.
- Gracias doctor.
Y esa noche así lo hizo. Pero cuando atendía al abanico no atendía a lo otro. Así que contrató a un negro para que abanicase a su señora.
- Venga, negro, abanica. ¿Sientes ahora Maruja?.
- No, nada.
- ¡Más fuerte negro! ¿Y ahora, Maruja?
- Nada, nada.
- Negro, trae el abanico y ponte tú.
El negro se situa encima de Maruja y el marido abanicaba.
- ¿Y ahora Maruja? ¿Sientes?
- Siiiiiiií, siiiiiiiiiií, ahora siiiiiiií!
- ¿Ves negro? ¡No sabes ni abanicar! distintos",1
"Vivir en las nubes no es malo, lo malo es bajar. #MaximasFilosoficas #fb Comiendo mentalmente",1
"En un concurso del tío más duro del mundo se presentan varios candidatos y entre todos destacan 3: el ruso, el americano y Paco el bruto. 
Las pruebas consisten en matar un oso y hacerlo con una prostituta hasta agotarla. 
En esto que sale el candidato ruso, mata al oso en media hora y quince minutos después acaba con la prostituta. El americano mejora el tiempo total en cinco minutos.
Finalmente sale Paco el bruto. Pasa el tiempo y a las cuatro horas aparece todo arañado y sangrando por todos los lados y dice:
- ¿Dónde está la puta que hay que matar? milanesa ✨",1
Que injusto que después de este finde de Nacional tan perfecto tengamos que esperar tanto para volver a jugar 😭😭 palomas,0
"Un hombre entra a la Iglesia y el cura 
le dice: ¿Quiéres ser cristiano?
y el hombre le dice:
...no yo quiero ser Messi. 👻 recuperar enganche",1
"James es polivalente, igual se le traba la lengua que los títulos. Es shimples. alcoholismo",0
