text,score
-Ayer hice el amor con 3 americanas! -Si? vaya... y que tal? -Me las tuve que quitar... un calor... #fb,3
"— AaMhigha NoO mMe AhH BaJAaDoO LaA RrEegLA - 

— Ah ok, pues ya tienes dos retrasos.",2
"Al final no vamos a saber de quien es el hijo del Arsenal que nacerá en unos meses, nos lo estamos follando todos grandes en la Premier.",3
"Pepito define la palabra descanso
– Profesor, no sé lo que es.
– Una pista: qué hace tu papá después de trabajar?
– Eso quiere saber mi mamá",4
"9 de cada 10 personas dicen que tú eres una puta, la otra es tu mamá que no lo dice, pero lo piensa.",0
Mi sombra me dice que baje de peso o se va a la mierda y no la vuelvo a ver nunca más.,1
"-Papá, ¿cómo conociste a mamá?
-Mira, los dos descargamos una app para atrapar monstruos y nos encontramos.
-Ah, Pokémon Go.
-No, Tinder.",3
"—Alguna ves has estado perdido? — Si —Dónde? —En tu mirada —Aawww ¿En serio? ♥  — Si como eres bizca, no sé donde putas estás mirando #xD",0
"Me regala una #QuierohamburguesaYa  Pero sin Lycopersicon esculentum, por favor. 
—¿La quiere ""sin tomate""? 
—Eso, siempre olvida.",0
"-¿Qué haces en tu tiempo libre? Soy asesina en serie -¿En serio? -No, en serie",3
El cliente siempre tiene la razón que le hizo perder al vendedor.,3
"— Mama estoy Cansada... — ¿EMBARAZADA? condenada muchacha del demonio, te me vas de esta........ — Mama, dije ¡C.A.N.S.A.D.A.!",0
"-Hijo que es eso de Twistter?
-Es un virus mamá, ni se te ocurra abrirlo.",1
Voy a poner tu opinión en una caja de ahorro para ver si me genera algún interés,3
Típico : Estar viajando en taxi y pensar tácticas de escape por si el taxista te quiere secuestrar.,0
"Preguntas que siempre hago cuando termino de coger:

- ¿Terminaste?
- ¿Me amas?
- ¿Cuánto te debo?",1
"—Te quiero, en el fondo...
—Aw ¡Yo también!
—¡En el fondo del mar!
—Pero yo pensé que...
—Fondo.
—Pero...
—Del mar
—Es que...
—Tiburones.",1
Dale un pez a un hombre y comerá un día; dale a tu cuerpo alegría Macarena y verás que tu cuerpo es pa' darle alegría y cosa buena.,1
"Querido Colegio, necesitamos darnos un tiempo, no eres tú soy yo.",1
"¿Sentimientos? Para que, ¿para que los hagan mierda? Mejor drogate, es más sano.",1
"Navidad: Motivo para comer.
Cumple: Motivo para comer.
Llueve: Motivo para comer
Año nuevo: Motivo para comer.
Felicidad: Motivo para comer.",1
#chiste: que hace una abeja en el gym? ....... zumba #chistes RT.,2
"—¿Cómo te llamas? —Anastasia, pero llámame Ana, ¿y tú? —Catalina, pero llámame Cata... ¿y ella? —Penélope, pero no le gustan los apodos.",2
"como ladra un perro argentino?????
Este...Guau    #chistes #humor",2
"—Ya casi llega Febrero ¿sabes qué significa? —Aww ¿El día de San Valentín amor? —¡NO MAMES, la Champions League! —Pero :( —¡CHAMPIONS DIJE!",0
"—Hola, soy un paracaidista, paraguayo, parapléjico, paraolímpico, y vengo para pedir la mano de su hija
—¿¡PARA QUÉ!?
—Ay, no jodas señor...",3
"¡CASA SOLA! ""Perspectiva: Fiesta loca con todos tus amigos"". ""Realidad: Ir al baño con la puerta abierta"".",2
"—Amor, siento que no me pones atención.

—Y yo a ti, mi amor.",4
Los juegos de mesa destruyen más familias que las secretarías.,0
"—Señor Peña Nieto, ¿Qué opina de los Broncos?
—Pues no sé mucho de ellos, pero mi canción favorita era la de ""Que no quede huella"".",1
"Hay tres tipos de personas 
Los boludos que ponen San va lentinn..
Los que se quejan del chiste San va lentinn
Y tu vieja en tanga",0
"#FiebreDeViña Bose tiene cara de muerto, o se cree vampiro🎧",0
"- Tengo hambre - Que quieres comer? - Tus labios, para besarte como si no hubiese mañana - Aww ¿En serio? - No, pásame las galletitas.",2
"Me ofrecieron dinero a cambio de promocionar un producto en esta cuenta, pero mi dignidad es fuerte cómo Axión®, el verdadero arranca grasa.",2
"¿Y qué le dijo la esposa a Schwarzenegger al saber su infidelidad...? ""¡HASTA LA VISTA BABY!"" by @ELXOCOLATE #fb",1
"– Yo haría cualquier cosa por ti, mi amor.
– Desátame y déjame ir.
– Ah no, eso no.",2
"Salfate es como la ballena azul, nos quiere suicidar a todos",0
Idea millonaria: vender cartulinas a domicilio a la medianoche.,1
"—Hijo ¿por qué tardas tanto en el baño?

—Perdón, mamá. Me metí a inhalar cocaína.

—No es cierto. Estás en twitter ¿puto vicioso?",3
"14 de febrero: prueba de amor.

14 de marzo: prueba de embarazo.

14 de noviembre: prueba de paternidad.",1
"Situación sentimental:

Creo que la única persona que me robara el corazón será un traficange de órganos.",3
"#El2012MeEnseño ,Todos los cominos llevan aroma",2
"Organizando mi vida en ""cosas que quiero hacer antes de morirme"" y ""cosas que quiero morirme antes de hacerlas"".",1
"Un hombre puso un clasificado: Busco mujer coja, entre más coja mejor. by @yhonfgarcia #fb",2
"Un minuto de silencio por esos guerreros valientes que hoy van a jugarse la vida, pero les van a decir ""mejor como amigos """,1
La esposa a Jose: -Me amaras cuando sea vieja y fea? Responde el ruin sujeto: -Ya tengo anos amandote asi no?,3
Le tengo más miedo a la Friendzone que al Ébola,2
"Esta puerta no se abre.
-Pruebe al revés.
-erba es on atreup atsE  #CHISTES",1
"-Mamá, hoy en el colegio aprendí a hacer explosivos -Muy bien ¿Y mañana qué harán en el colegio? -¿Cuál colegio? by @ClauJaz01 #fb",2
"—¿Tienes Whatsapp?
—No.
—Pero en Facebook sale que estás desde un teléfono.
—Es un teléfono público.
—Pero...
—Adiós, ya no tengo monedas.",0
"Le dicen a un cubano ¿Qué tal las cosas en Cuba? -No nos podemos quejar. -¿Ah ..Van bien? -No, que no nos podemos quejar
#chistes",3
"Atencion : volco el camion que llevaba mermeladas , hay demoras
#chistes",4
"Las mujeres quieren a alguien que las proteja y las haga reír, algo así como un payaso ninja...",2
"-Estudié con el rabino Bergman
-En qué rama?
@MCeciliaBazan @mache2016",0
"—Hijo, a veces te miro y veo a tu padre.

—Sí abuelo, es que eres bizco.",1
"Un ladrón caminando con su hijo por una granja de vacas: 
-Papá, papá ¿todo eso es ganado verdad? 
-No hijo, es robado
#chiste",2
"Volver con tu ex es como repetir el semestre: Sabes que no vas a aprender nada nuevo, pero ahí vas de regreso por pendejo.",2
"Los curas cuando juegan tenis , 40-30 es el marcador preferido...
Porque está cerca de deuce   #chistes",0
Los ginecólogos y los repartidores de pizza tienen algo en común: Ambos la pueden oler pero ninguno se la puede comer,2
"Típico: Cuando están tus papás, tus amigos se vuelven las personas más educadas del mundo.",1
"Niñas de 10 años que publican ""No puedo sacarte de mi cabeza"" ¿será que tienen piojos?",1
"¡ESTO SE VA A DESCONTROLAAAAAAR!

—Yo, haciéndome 10 litros de chocomilk en la lavadora.",0
Avisen cuando terminen de hablar de las elecciones de la AFA que quiero contarles que ayer tampoco cogí.,2
"En matemáticas es el único lugar donde veo cosas tan ridículas como: Pepe tenía 133 chocolates, se comió 115 ¿Qué tiene? -Diabetes, quizá.",1
"A mi prima le dicen Messi.
Siempre tiene un hombre encima.",1
Lo divertido de youtube es que puedes empezar escuchando tu canción favorita y luego terminas viendo como sacarle punta a un lápiz.,2
"— Me ando cogiendo a tu novia.
— ¿Es una broma?
— No, una broma sería así: Toc toc.
— ¿Quién es?
— Yo, cogiéndome a tu novia.",1
"Niño entra a ducha y papá está con los ojos blancos: -Papito, que tienes en tu mano? -Un ratoncito -Y pq te lo estás tirando? #fb",0
"Los hombres que no comen picante, también se pueden subir al vagón rosa del metro.",0
Buenos días. Tengo tanto sueño que bajaría con la cama al comedor a tomar desayuno 😂,0
"¿Salir del clóset se les dificulta?

Jaja, intenten salir del buró de crédito😥",2
"Toc, toc - quien es - lola - que lola?? - los ladrones... Bueno esperame que estoy con lame - que lame?? - lametralladora... #xD",2
"—Hola, soy ateo.

—Yo anuel, ucho usto.

—El usto es ío.",4
"Me encanta encontrar el dinero en mi ropa, es como un regalo para mí de mí.",1
Hay un mundo mejor ¡Pero es muy caro! #Frases #fb,2
"Como sentir que fuiste a Starbucks sin salir de casa en tres sencillos pasos:

1. Prepárate un Nescafé
2. Bébelo
3. Quema un billete de $100",3
"—¿Qué hacías antes de conocerme?
—Stalkearte.",1
"—Amor, creo que se ha roto el condón. —¡¿QUÉ?! —JAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJÁ ¡Caíste! ni siquiera lo estoy usando.",1
"Mami, en el twitter me escribieron retardada :(- ¿Y qué les respondiste? - ""jUm AnTeX dE KrItIcArM3 1nTeNt4p zuPeR4RM3p. #xD",0
"Es facil decir ""Te amo"", lo realmente difícil es decir "" tres tristes tigres comen en tres tristes platos, tres tristes trigos 
#frases",2
"Dicen que hay 140 calorías en una lata de Coca-Cola, pero aquí está mi secreto: nunca me como la lata.",1
"S . O . L . T . E . R . O = Sociedad Obligada a Rumbear, Libre de Traiciones, Errores Románticos y Obligaciones.",0
"Ya no existe eso de ""repondió rápido por educación"". Respondió rápido quiere pija.",0
Estaba una cucaracha bailando frenéticamente.. otra se le queda mirando y le pregunta: es Salsa o Reggetón?- no pendeja córre que es Baygón,3
"—ABUELO, ¿este vestido amarillo me hace ver gorda? 

—¡¡SUPUTAMADRE!! ¡¡PAC-MAN ENTRÓ A LA CASA!! ¡¡CORRAN TODOS!! ¡¡NOS QUIERE COMER!!",3
"—¡Mesero!  —Dígame joven  —¡Hay una princesa en mi mesa!  —Joven, es su novia  —Soy un romántico, lo sé.",0
"“Con este clima me dan ganas de estar todo el día acostado”

—Yo, con todos los climas.",2
"Un fotógrafo entro a un bar y pidió un whisky, todos sonrieron. ¡Fue hermoso!",3
"Llegar a un examen y contestar: ""Un caballero no tiene memoria"", entregarlo sin remordimiento alguno e irse :)",0
"-¡Qué escándalo, el doctor quiere casarse con una paciente -¿Y eso qué tiene de malo? -¡Es médico veterinario! #fb",2
"- ¿Sabías que Beethoven dedicó su quinta sinfonía a su padre?
- ¿Cómo lo sabes?
- Fíjate en el comienzo: ?Para pa...",2
#Chiste mama mama ya no soy virgen............-TE SACARON DE PASTORSITA?????...........-no mi tio me violo!! #Chistes RT,0
¿Cuántas ardillas se necesitan para cambiar un bombillo? 100 porque son muy estúpidas.,0
"- Manuel ¿cómo te ha ido en el juicio?
- El juez ha dicho que 5 años de cárcel o 95 mil euros.
- Tú no seas tonto...",0
"-Pa, ¿qué es ser un hombre? 
- Es ser el que toma decisiones, el que manda.
- Ahh, un día quiero ser un hombre,  como mi mamá.",2
"Todos los dias planeo hacer cosas de mañana y acá estoy, mi vida la maneja chano",0
No les quiero arruinar lo poco que queda del domingo... Pero mañana es LUNES.,0
"—Acaban de correr a mi hijo del equipo de paracaidismo.

—¿Y eso por qué?

—Porque cae mal.",2
¿Así es tu cara? ¿O te bautizaron con agua hirviendo?,2
"-¿Cómo van los estudios?
- ¿Podemos hablar de otra cosa?
-Okey, ¿Y la novia?
-Bueno los profesores no son muy buenos que digamos",3
"La ventaja de andar con una fodonga, es que cuando se arregla parece otra y es como si tuvieras dos novias. 

Punto para las fodongas.",0
"Pablo Escobar quemó dos millones de dólares para darle calor a su hija, yo le pedí $200 a mi papá y me dejó en visto.",1
"“Que se vaya a la mierda, no le voy a rogar""

—Yo antes de rogarle.",0
"Si vas a dar lata, que sea una de chela.",3
"Pasa un niño y otro niño le dice: -¡Adiós bizco! Y él contesta: -Adiós, par de maricas! #fb",1
"—Amor, ¿qué tienes? 
—Nada.
—Estás muy cortante.  
—Está bien, lo confieso, soy un cuchillo.",0
"Con mi ex terminamos por algunas diferencias religiosas, yo era cristiano y ella satanás.",0
¿Saben cómo hacerle para que no se les chingue el cable del iPhone? Ahórquense con él.,0
"Se abre el telón, aparecen tres mujeres, y tres hombres en la cama  se cierra el telón¿Que hora es?
Las tres clavadas  #chistes #humor",3
"-Puto.
-Soy casado, che.
-Uh, perdón.
-Con un hombre.
-Trolazooo.
-Ese hombre es Jesús.
-Weee, ok disculpá.
-Jesús Alberto se llama.",2
"“No estamos en edad de quedarnos con las ganas”.

—Yo, antes de pedir otra hamburguesa.",2
"—¿En tu casa o en la mía? 

—¿Tienes Wi-Fi?",1
Teléfono inteligente = batería estúpida.,1
había un perro que se llamaba chiste un día el perro murió y se acabo el chiste. #chistesgeniales #Chistes #Humor sígueme en @chistegenialxd,0
"— Se me perdió las llaves de mi auto.
— ¿Sabes inglés?
— ¿Qué tiene que ver?
— Ni idea, pero dicen que el inglés abre muchas puertas.",3
"-Porque estás triste? 
-Se me pasó el colectivo..
-No te pongas mal, son cosas que pasan...",2
¿Por qué el Jinete sin Cabeza no tiene amigos? ¡Porque no tiene Face! #fb,1
"Mi mayor miedo es cumplir 30 años y que la disculpa ""mi mamá no me deja"" ya no funcione.",0
"— ¿Por qué me dejaste en visto?
— Me quede dormido.
— ¡¿Una semana!?
— Tenía mucho sueño.",1
"¡Me vuelves a decir gorda y te dejo! -¡No mi amor piensa en el bebe! -¿Que bebe? -Ah, ¿No estas emabarazada? #RT",2
"Mi celular pasa tanto tiempo cargando la batería, que estoy empezando a pensar que me vendieron un teléfono fijo.",2
No trates como iPhone a quien te trata como Blackberry.,0
"-Hola mi amor, estoy en un embotellamiento. -¿A qué hora llegarás? -Pues cuando se terminen las botellas.” #Plop #fb",1
"—Ayer cogí.

—¿En serio? ¿Con quién?

—¿Recuerdas a las dos chicas que llegaron a tu fiesta en minifalda?

—Sí.

—Pues me cogí a tu novia.",0
Solo los genios somos modestos #JAJAJA #RT,0
"–Wey, me asaltaron. –¡No mames! ¿Quién? –Se llama Luis. Me dio su tarjeta. Llámalo, asalta muy bien. Te lo recomiendo.",1
"Oye, deberías pedir trabajo ahí -¿Por qué lo dices, amor? -Porque ahí dice: ""INTERESADAS"" pedir informes.",0
#LoQueHubieraTuiteadoDeNiño le metí una botella de plástico a mi bicicleta en la llanta de atrás para que suene como moto jajaja.,0
"¿Cómo le haces cosquillas a una bebé fresísima (sifrina, pituca, etc)? -Gucci, Gucci, Gucci...",2
"Primero TCC me manda un mail para avisarme la programación y al toque Pedidos Ya para que pida comida.
Para mí que se ponen de acuerdo.",4
"#chistes - Nena te puedo robar un beso.
- No, con esa cara mejor róbame el celular.",0
"—Buenos días abuela ¿Cómo sigues?

— √v^√──√v^√v^──√v^√v^v 

—Perfecto, orita me cuentas bien, dejame poner a cargar mi cel. 

— ───────────",2
"-Señorita, disculpe pero su vuelo viene demorado... Alicia Machado: -¡Ay, que emoción, es mi color favorito! #fb",2
Nietzsche es mi amor platónico. (qué ironía ¿no?),1
"—¿Tienen pastillas para dejar de ser presumido?
—Sí.
—¡Eso no es nada! Mi papá es el dueño de la fábrica donde las hacen.",2
"En mis tiempos el baño se hizo para cagar, no para tomarse fotos!! Atte: mi abuelita #XD #JAJAJA #RT",1
"Si crees que mi risa es fea, espera a oír mis estornudos.",2
"Un tipo tan de malas que compró el libro COMO DOMINAR A LAS MUJERES, y la mujer no se lo dejó leer. xD",2
"#MeViolenta que en un examen venga la opción ""Justifica tu Respuesta"" ¡Como se atreven a cuestionar mi sabiduría!.",0
Estoy haciendo el mannequin challenge en mi cama desde hace como treinta horas.,3
La triste historia del tipo que entraba a las redes sociales a hacerse el boludo y ya lo era en la vida real.,2
"- Hola. ¿Tiene usted una película que se llama ""Tu culo está estacionado""?
- ¿Sabe el título en inglés?
- Yourassispark",1
"Si el hombre que no trabaja se hace buey, el buey que no trabaja, ¿se hace hombre? #DudasExistenciales #fb",0
"-¿Cómo se llama el campeón de buceo japonés?.
-Tokofondo.
-¿Y el subcampeón?.
-Kasitoko.
#chiste",3
"Entra una señora a la carnicería y dice:
Deme esa cabeza de cerdo de allí
Y contesta el carnicero:
Perdone señora, pero eso es un espejo",1
"-Debería haber escuchado a mi #Papá 
— ¿Y qué te decía tu papá ? 
— No sé, no escuché...",3
"¿Qué animales del arca de Noé no vinieron en parejas? Los gusanos, porque vinieron en manzanas! by @neros6776 #fb",0
El trágico momento en que te das cuenta que pusiste a hervir un huevo hace 15 minutos y jamás prendiste la hornalla.,2
A falta de sexo... bronca con los alumnos. — Los profesores.,0
"""La vida es corta para..."" Bitch, la vida es corta para todo.",4
"- ¡Papá, mira el cielo! ¡Está lleno de botoncitos de ""Favorito""! - Estrellas, hijo. Se llaman estrellas.",1
"—Eres muy bonita...
—Dime algo que no sepa.
—Espinoza Paz se llama Isidro Chávez.
—¡¿KHE?!",1
¿Por qué mucha gente camina por la calle con la frente en alto? Porque no tienen Blackberry #chistes #humor,4
-La semana pasada mi hijo hizo un triple salto mortal desde 20 metros de altura - ¿Es trapecista? -Era :(,4
"— Una Big Mac con papas y refresco grande, por favor. — ¿Para comer aquí o para llevar? —Para tomarle foto y subirla a Instagram.",1
La masturbación es un trabajo artesanal... 100% hecho a mano! #fb,1
"Como quisiera que fueras cereal, para estarte atascando de leche ahorita, chiquitita.",0
"#TengoMiedoA Terminar un buen tweet y que tenga -1 caracteres a la izquierda, y tenga que decidir que crimen gramatical cometer.",3
"«Pero al menos no somos Venezuela»

—Todos los países después de alguna crisis o catástrofe.",0
Al lado mío hay un tipo escuchando La Nueva Luna sin auriculares. Le voy a preguntar si me va a robar el cel ahora o cuando me baje.,1
"Bueno, dame tu numero. No sé, nos acabamos de conocer. Dime tu numero. Me da pena. No soy fácil. ¿Vas a querer la recarga sí o no?.",3
"Un borracho en moto choca con una señal de tránsito, llega un policía y le pregunta: - ¿no vio la flecha? -No, ni al indio que me la tiró",1
"—Amor, ¿Estoy gorda? —No, tienes el cuerpo común. —¿Común? —Sí, común balón pinche gorda, ¡MÉTETE AL GIMNASIO!",1
Lloré al final de “La Forma del Agua”. Yo quería que a don Pescado lo hicieran ceviche.,2
Se busca novia. Requisitos: 1. Ser de mi agrado. 2. Ser ninfómana. 3. Que la mantenga su marido. 4. tenga dinero - Informes aquí.,3
"- Disculpe, ¿Tienes pastillas para la
baja autoestima? 
- Si, tome.
- No, no me las merezco.
#Chistes #Humor #Ane...",0
"Sí estuvieras en una isla desierta, y te dieran a elegir entre un celular con internet ilimitado o tu familia , ¿cuál sería tu primer tuit?",1
"Cuando te digan ESTUDIA no hagas nada, significa ES-TU-DIA, aprovechalo! #fb",1
"Compartir es divertido, a menos de que se trate de TUS PROPIAS COSAS. #fb",0
"Lo bueno de los Viernes 13 es que puedes asesinar a la persona que te cae mal, arrojarla en un bosque y todos van a pensar que fue Jason.",3
"¿Cuál es la única virtud de un hombre?.
Que lo parió una mujer.
#Chistes #Humor #Anecdotas #Feministas #Cortitos ...",0
"Eramos tan pobres que 
los vecinos nos gritábamos ""TRÁGATE TUS PALABRAS  "" para comer así sea eso.",0
"Un amigo pensó que era buena idea celebrar su cumpleaños fuera
AFORTUNADAMENTE apareció un payaso con un cuchillo y pudimos partir el pastel",1
"— ¿Me extrañas? — Mira, lo importante es que hoy es viernes.",0
"-Hija, me hiciste los pancitos de queso?
- Chi pa",1
"#Chiste ""Jaimito en la clase de Ingles: Profe si CAR es carro y MEN es hombre, entonces CARMEN es una transformer? #Chistes RT",0
"habia un broder que tenia un auto lote y también vendía elotes, así que lo llamo Autoelotes guau",0
"—Hijo, ¿ya sabes que vas a estudiar?
—No, aún no decido.
—¿Qué te gusta? 
—Dormir.",1
"—Amor, dime algo que me vuelva loca. —¡Mira! Esa mujer tiene el mismo vestido que tú.",1
